metadata	chunk_size	en_wordcount	gr_wordcount
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;32	40.746281908990014	50	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;33	40.746281908990014	154	91
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;34	40.746281908990014	57	52
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;35	40.746281908990014	137	87
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;36	40.746281908990014	35	22
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;37	40.746281908990014	125	76
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;38	40.746281908990014	129	116
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;39	40.746281908990014	23	16
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;40	40.746281908990014	36	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;41	40.746281908990014	73	49
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;42	40.746281908990014	59	44
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;43	40.746281908990014	54	44
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;44	40.746281908990014	40	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;45	40.746281908990014	40	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;46	40.746281908990014	33	22
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;47	40.746281908990014	99	75
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;48	40.746281908990014	103	55
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;49	40.746281908990014	47	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;50	40.746281908990014	54	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;51	40.746281908990014	68	43
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;52	40.746281908990014	59	42
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;53	40.746281908990014	82	62
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;54	40.746281908990014	27	19
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;55	40.746281908990014	75	47
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;56	40.746281908990014	92	73
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;57	40.746281908990014	167	108
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;58	40.746281908990014	123	83
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;59	40.746281908990014	95	65
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;60	40.746281908990014	103	61
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;61	40.746281908990014	51	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;62	40.746281908990014	104	74
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;63	40.746281908990014	78	55
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;64	40.746281908990014	94	63
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;65	40.746281908990014	53	33
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;66	40.746281908990014	84	58
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;67	40.746281908990014	53	34
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;68	40.746281908990014	41	23
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;69	40.746281908990014	75	49
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;70	40.746281908990014	56	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;71	40.746281908990014	56	40
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;72	40.746281908990014	71	72
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;73	40.746281908990014	36	16
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;74	40.746281908990014	35	22
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;75	40.746281908990014	40	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;76	40.746281908990014	28	17
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;77	40.746281908990014	41	33
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;78	40.746281908990014	28	12
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;79	40.746281908990014	35	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;80	40.746281908990014	39	30
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;81	40.746281908990014	49	34
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;82	40.746281908990014	29	18
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;83	40.746281908990014	57	45
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;84	40.746281908990014	67	33
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;85	40.746281908990014	67	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;86	40.746281908990014	91	82
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;87	40.746281908990014	38	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;88	40.746281908990014	18	18
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;89	40.746281908990014	96	67
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;90	40.746281908990014	39	23
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;91	40.746281908990014	49	35
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;92	40.746281908990014	86	57
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;93	40.746281908990014	106	65
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;94	40.746281908990014	54	32
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;95	40.746281908990014	63	32
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;96	40.746281908990014	31	26
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;97	40.746281908990014	54	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;98	40.746281908990014	57	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;99	40.746281908990014	45	37
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;100	40.746281908990014	37	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;101	40.746281908990014	78	49
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;102	40.746281908990014	56	26
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;103	40.746281908990014	55	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;104	40.746281908990014	30	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;105	40.746281908990014	64	47
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;106	40.746281908990014	76	55
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;107	40.746281908990014	31	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;108	40.746281908990014	54	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;109	40.746281908990014	54	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;110	40.746281908990014	35	30
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;111	40.746281908990014	21	12
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;112	40.746281908990014	95	53
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;113	40.746281908990014	33	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;114	40.746281908990014	29	22
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;115	40.746281908990014	77	50
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;116	40.746281908990014	112	65
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;117	40.746281908990014	85	46
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;118	40.746281908990014	104	73
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;119	40.746281908990014	97	64
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;120	40.746281908990014	27	20
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;121	40.746281908990014	63	37
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;122	40.746281908990014	33	20
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;123	40.746281908990014	51	39
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;124	40.746281908990014	27	11
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;125	40.746281908990014	18	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;126	40.746281908990014	86	49
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;127	40.746281908990014	86	66
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;128	40.746281908990014	103	60
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;129	40.746281908990014	126	83
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;130	40.746281908990014	40	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;131	40.746281908990014	85	63
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;132	40.746281908990014	10	11
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;133	40.746281908990014	82	51
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;134	40.746281908990014	60	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;135	40.746281908990014	54	32
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;136	40.746281908990014	71	36
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;137	40.746281908990014	42	24
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;138	40.746281908990014	43	28
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;139	40.746281908990014	32	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;140	40.746281908990014	10	11
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;141	40.746281908990014	38	22
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;142	40.746281908990014	84	73
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;143	40.746281908990014	66	35
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;144	40.746281908990014	73	43
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;145	40.746281908990014	94	53
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;146	40.746281908990014	44	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;147	40.746281908990014	70	51
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;148	40.746281908990014	31	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;149	40.746281908990014	59	40
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;150	40.746281908990014	41	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;151	40.746281908990014	42	28
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;152	40.746281908990014	63	36
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;153	40.746281908990014	65	61
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;154	40.746281908990014	39	30
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;155	40.746281908990014	54	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;156	40.746281908990014	66	57
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;157	40.746281908990014	21	7
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;158	40.746281908990014	52	26
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;159	40.746281908990014	57	32
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;160	40.746281908990014	42	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;161	40.746281908990014	25	12
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;162	40.746281908990014	11	13
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;163	40.746281908990014	112	74
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;164	40.746281908990014	75	43
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;165	40.746281908990014	14	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;166	40.746281908990014	27	20
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;167	40.746281908990014	21	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;168	40.746281908990014	57	34
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;169	40.746281908990014	40	45
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;170	40.746281908990014	38	16
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;171	40.746281908990014	28	16
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;172	40.746281908990014	74	57
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;173	40.746281908990014	11	12
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;174	40.746281908990014	43	32
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;175	40.746281908990014	26	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;176	40.746281908990014	21	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;177	40.746281908990014	25	17
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;178	40.746281908990014	30	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;179	40.746281908990014	47	31
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;180	40.746281908990014	55	46
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;181	40.746281908990014	35	28
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;182	40.746281908990014	18	16
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;183	40.746281908990014	69	46
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;184	40.746281908990014	51	37
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;185	40.746281908990014	47	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;186	40.746281908990014	58	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;187	40.746281908990014	66	51
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;188	40.746281908990014	64	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;189	40.746281908990014	59	37
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;190	40.746281908990014	70	53
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;191	40.746281908990014	38	23
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;192	40.746281908990014	71	44
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;193	40.746281908990014	29	16
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;194	40.746281908990014	43	40
urn:cts:greekLit:tlg0003.tlg001;Thucydides;The History of the Grecian War;tlg0003.tlg001.perseus-eng4;195	40.746281908990014	21	12
